<<<<<<< Updated upstream
,nData.postingID,nData.SearchTerm,nData.job.title,nData.company,nData.date,nData.location,nData.summary,nData.kWord
111,111,Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","Â¢ Data Analysis:. Experience with large scale data processing, data structure optimization and scalability of algorithms a plus....","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
112,112,Data Engineer,Data Engineer,Indeed,30+ days ago,"Austin, TX 78731",How a Data Engineer works. Develop and maintain data dictionary for published data sources. Work closely with stakeholders on the data demand side (analysts and...,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(3), 5"
113,113,Data Engineer,Data Migration Engineer -Oracle (2) Positions,"Key Management Group, Inc.",8 days ago,"East Brunswick, NJ","Perform analysis of legacy data, data models, and advise migration manager on the best way to migrate and manipulate client data....","Database(2), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
114,114,Data Engineer,Database Engineer,"Paragon Technology Group, INC.",30+ days ago,"Scott AFB, IL","Database Engineer is responsible for all aspects of the design, development and delivery / implementation of data and database solutions....","Database(1), Spark(0), SPSS(0), SAS(0), SQL(2), 5"
115,115,Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","1.5 trillion data points stored. Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
116,116,Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","Â¢ Data Analysis:. Experience with large scale data processing, data structure optimization and scalability of algorithms a plus....","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
117,117,Data Engineer,Data Engineer,Indeed,30+ days ago,"Austin, TX 78731",How a Data Engineer works. Develop and maintain data dictionary for published data sources. Work closely with stakeholders on the data demand side (analysts and...,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(3), 5"
118,118,Data Engineer,Data Migration Engineer -Oracle (2) Positions,"Key Management Group, Inc.",8 days ago,"East Brunswick, NJ","Perform analysis of legacy data, data models, and advise migration manager on the best way to migrate and manipulate client data....","Database(2), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
119,119,Data Engineer,Database Engineer,"Paragon Technology Group, INC.",30+ days ago,"Scott AFB, IL","Database Engineer is responsible for all aspects of the design, development and delivery / implementation of data and database solutions....","Database(1), Spark(0), SPSS(0), SAS(0), SQL(2), 5"
120,120,Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","1.5 trillion data points stored. Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
121,121,Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","Â¢ Data Analysis:. Experience with large scale data processing, data structure optimization and scalability of algorithms a plus....","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
122,122,Data Engineer,Data Engineer,Indeed,30+ days ago,"Austin, TX 78731",How a Data Engineer works. Develop and maintain data dictionary for published data sources. Work closely with stakeholders on the data demand side (analysts and...,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(3), 5"
123,123,Data Engineer,Data Migration Engineer -Oracle (2) Positions,"Key Management Group, Inc.",8 days ago,"East Brunswick, NJ","Perform analysis of legacy data, data models, and advise migration manager on the best way to migrate and manipulate client data....","Database(2), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
124,124,Data Engineer,Database Engineer,"Paragon Technology Group, INC.",30+ days ago,"Scott AFB, IL","Database Engineer is responsible for all aspects of the design, development and delivery / implementation of data and database solutions....","Database(1), Spark(0), SPSS(0), SAS(0), SQL(2), 5"
125,125,Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","1.5 trillion data points stored. Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
126,126,Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","Â¢ Data Analysis:. Experience with large scale data processing, data structure optimization and scalability of algorithms a plus....","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
127,127,Data Engineer,Data Engineer,Indeed,30+ days ago,"Austin, TX 78731",How a Data Engineer works. Develop and maintain data dictionary for published data sources. Work closely with stakeholders on the data demand side (analysts and...,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(3), 5"
128,128,Data Engineer,Data Migration Engineer -Oracle (2) Positions,"Key Management Group, Inc.",8 days ago,"East Brunswick, NJ","Perform analysis of legacy data, data models, and advise migration manager on the best way to migrate and manipulate client data....","Database(2), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
129,129,Data Engineer,Database Engineer,"Paragon Technology Group, INC.",30+ days ago,"Scott AFB, IL","Database Engineer is responsible for all aspects of the design, development and delivery / implementation of data and database solutions....","Database(1), Spark(0), SPSS(0), SAS(0), SQL(2), 5"
130,130,Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","1.5 trillion data points stored. Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
131,131,Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","Â¢ Data Analysis:. Experience with large scale data processing, data structure optimization and scalability of algorithms a plus....","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
132,132,Data Engineer,Data Engineer,Indeed,30+ days ago,"Austin, TX 78731",How a Data Engineer works. Develop and maintain data dictionary for published data sources. Work closely with stakeholders on the data demand side (analysts and...,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(3), 5"
133,133,Data Engineer,Data Migration Engineer -Oracle (2) Positions,"Key Management Group, Inc.",8 days ago,"East Brunswick, NJ","Perform analysis of legacy data, data models, and advise migration manager on the best way to migrate and manipulate client data....","Database(2), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
134,134,Data Engineer,Database Engineer,"Paragon Technology Group, INC.",30+ days ago,"Scott AFB, IL","Database Engineer is responsible for all aspects of the design, development and delivery / implementation of data and database solutions....","Database(1), Spark(0), SPSS(0), SAS(0), SQL(2), 5"
135,135,Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","1.5 trillion data points stored. Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
136,136,Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","Â¢ Data Analysis:. Experience with large scale data processing, data structure optimization and scalability of algorithms a plus....","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
137,137,Data Engineer,Data Engineer,Indeed,30+ days ago,"Austin, TX 78731",How a Data Engineer works. Develop and maintain data dictionary for published data sources. Work closely with stakeholders on the data demand side (analysts and...,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(3), 5"
138,138,Data Engineer,Data Migration Engineer -Oracle (2) Positions,"Key Management Group, Inc.",8 days ago,"East Brunswick, NJ","Perform analysis of legacy data, data models, and advise migration manager on the best way to migrate and manipulate client data....","Database(2), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
139,139,Data Engineer,Database Engineer,"Paragon Technology Group, INC.",30+ days ago,"Scott AFB, IL","Database Engineer is responsible for all aspects of the design, development and delivery / implementation of data and database solutions....","Database(1), Spark(0), SPSS(0), SAS(0), SQL(2), 5"
140,140,Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","1.5 trillion data points stored. Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
141,141,Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","Â¢ Data Analysis:. Experience with large scale data processing, data structure optimization and scalability of algorithms a plus....","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
142,142,Data Engineer,Data Engineer,Indeed,30+ days ago,"Austin, TX 78731",How a Data Engineer works. Develop and maintain data dictionary for published data sources. Work closely with stakeholders on the data demand side (analysts and...,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(3), 5"
143,143,Data Engineer,Data Migration Engineer -Oracle (2) Positions,"Key Management Group, Inc.",8 days ago,"East Brunswick, NJ","Perform analysis of legacy data, data models, and advise migration manager on the best way to migrate and manipulate client data....","Database(2), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
144,144,Data Engineer,Database Engineer,"Paragon Technology Group, INC.",30+ days ago,"Scott AFB, IL","Database Engineer is responsible for all aspects of the design, development and delivery / implementation of data and database solutions....","Database(1), Spark(0), SPSS(0), SAS(0), SQL(2), 5"
145,145,Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","1.5 trillion data points stored. Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
146,146,Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","Â¢ Data Analysis:. Experience with large scale data processing, data structure optimization and scalability of algorithms a plus....","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
147,147,Data Engineer,Data Engineer,Indeed,30+ days ago,"Austin, TX 78731",How a Data Engineer works. Develop and maintain data dictionary for published data sources. Work closely with stakeholders on the data demand side (analysts and...,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(3), 5"
148,148,Data Engineer,Data Migration Engineer -Oracle (2) Positions,"Key Management Group, Inc.",8 days ago,"East Brunswick, NJ","Perform analysis of legacy data, data models, and advise migration manager on the best way to migrate and manipulate client data....","Database(2), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
149,149,Data Engineer,Database Engineer,"Paragon Technology Group, INC.",30+ days ago,"Scott AFB, IL","Database Engineer is responsible for all aspects of the design, development and delivery / implementation of data and database solutions....","Database(1), Spark(0), SPSS(0), SAS(0), SQL(2), 5"
150,150,Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","1.5 trillion data points stored. Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
151,151,Big Data Engineer,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730","Familiarity with MongoDB, elasticsearch, big data infrastructure (hadoop, Spark), DCVS (mercurial, git) and automated build tools (gradle, maven, grunt) is...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
